Peptide,condition,lfc
GPSM2_394_406,Pos4h_PosCTL,1.0369994169400496
GPSM2_394_406,Pos5m_PosCTL,1.2301665503989587
GSUB_61_73,Neg15m_NegCTL,0.2292523625597589
GSUB_61_73,Neg1h_NegCTL,-0.15471255950627297
GSUB_61_73,Neg24h_NegCTL,-0.1648101404167388
GSUB_61_73,Neg30m_NegCTL,0.10946982513767298
GSUB_61_73,Neg4h_NegCTL,-0.1243710760552649
GSUB_61_73,Neg5m_NegCTL,0.2594768521356106
GSUB_61_73,Pos15m_PosCTL,0.2367735489333036
GSUB_61_73,Pos1h_PosCTL,0.03072934381812923
GSUB_61_73,Pos24h_PosCTL,0.06133017624516856
GSUB_61_73,Pos30m_PosCTL,0.11160901030463824
GSUB_61_73,Pos4h_PosCTL,0.1089941993251721
GSUB_61_73,Pos5m_PosCTL,0.11393549285322369
GYS2_1_13,Neg15m_NegCTL,0.17632916841961271
GYS2_1_13,Neg1h_NegCTL,-0.02893004833426597
GYS2_1_13,Neg24h_NegCTL,-0.2706282915565594
GYS2_1_13,Neg30m_NegCTL,-0.07792162601217742
GYS2_1_13,Neg4h_NegCTL,-0.19815611722329804
GYS2_1_13,Neg5m_NegCTL,0.3987625689761005
GYS2_1_13,Pos15m_PosCTL,0.01511081502898235
GYS2_1_13,Pos1h_PosCTL,-0.04231598222643769
GYS2_1_13,Pos24h_PosCTL,-0.07903048772171524
GYS2_1_13,Pos30m_PosCTL,0.04819523534827101
GYS2_1_13,Pos4h_PosCTL,-0.00520366101287688
GYS2_1_13,Pos5m_PosCTL,0.14319100143651475
H2B1B_ 27_40,Neg15m_NegCTL,0.23839009319937343
H2B1B_ 27_40,Neg1h_NegCTL,-0.05838698897843297
H2B1B_ 27_40,Neg24h_NegCTL,0.10473473926482237
H2B1B_ 27_40,Neg30m_NegCTL,-0.03637389917061787
H2B1B_ 27_40,Neg4h_NegCTL,-0.04057686946366819
H2B1B_ 27_40,Neg5m_NegCTL,0.23805230336254488
H2B1B_ 27_40,Pos15m_PosCTL,0.20543042339094136
H2B1B_ 27_40,Pos1h_PosCTL,0.03260709304899241
H2B1B_ 27_40,Pos24h_PosCTL,0.10639274051088304
H2B1B_ 27_40,Pos30m_PosCTL,0.3515417354803819
H2B1B_ 27_40,Pos4h_PosCTL,0.05888006145370372
H2B1B_ 27_40,Pos5m_PosCTL,0.23522898618339175
H32_3_18,Neg15m_NegCTL,0.28487551603057515
H32_3_18,Neg1h_NegCTL,-0.02966587048967669
H32_3_18,Neg24h_NegCTL,0.15946803424344164
H32_3_18,Neg30m_NegCTL,0.07002431268427114
H32_3_18,Neg4h_NegCTL,-0.01026681376925136
H32_3_18,Neg5m_NegCTL,0.02781737924544902
H32_3_18,Pos15m_PosCTL,0.07910936346869443
H32_3_18,Pos1h_PosCTL,0.09435542714087486
H32_3_18,Pos24h_PosCTL,0.20495061532541095
H32_3_18,Pos30m_PosCTL,0.20328162056822813
H32_3_18,Pos4h_PosCTL,0.08996017736343939
H32_3_18,Pos5m_PosCTL,0.0933151215496455
IF4E_203_215,Neg15m_NegCTL,0.24436860128475055
IF4E_203_215,Neg1h_NegCTL,-0.16648583407526582
IF4E_203_215,Neg24h_NegCTL,-0.25661917342346435
IF4E_203_215,Neg30m_NegCTL,-0.01528670987579043
IF4E_203_215,Neg4h_NegCTL,-0.1928563709568388
IF4E_203_215,Neg5m_NegCTL,0.282137449581296
IF4E_203_215,Pos15m_PosCTL,0.0537237051705528
IF4E_203_215,Pos1h_PosCTL,-0.03699230533995153
IF4E_203_215,Pos24h_PosCTL,-0.13897843410435673
IF4E_203_215,Pos30m_PosCTL,0.16841304288225817
IF4E_203_215,Pos4h_PosCTL,0.06174191125771837
IF4E_203_215,Pos5m_PosCTL,0.16706225669111033
IRS1_788_800,Neg15m_NegCTL,0.38975196921851385
IRS1_788_800,Neg1h_NegCTL,-0.03177657861842024
IRS1_788_800,Neg24h_NegCTL,-0.03819314532579761
IRS1_788_800,Neg30m_NegCTL,0.27902852231558484
IRS1_788_800,Neg4h_NegCTL,-0.13408915756764875
IRS1_788_800,Neg5m_NegCTL,0.4752230592127997
IRS1_788_800,Pos15m_PosCTL,0.01981250193473964
IRS1_788_800,Pos1h_PosCTL,-0.05714665302902114
IRS1_788_800,Pos24h_PosCTL,0.02202355581968262
IRS1_788_800,Pos30m_PosCTL,0.03411301906283448
IRS1_788_800,Pos4h_PosCTL,0.06276641045833742
IRS1_788_800,Pos5m_PosCTL,-0.00634753582219064
K6PL_766_778,Neg15m_NegCTL,-0.6149116331390907
K6PL_766_778,Neg30m_NegCTL,-0.25078351088161843
K6PL_766_778,Neg5m_NegCTL,0.02508753290012426
K6PL_766_778,Pos1h_PosCTL,-0.11899827853053029
K6PL_766_778,Pos24h_PosCTL,-0.1769738535060424
K6PL_766_778,Pos4h_PosCTL,-0.12522795918963858
KAP2_92_104,Neg15m_NegCTL,0.3464898862607993
KAP2_92_104,Neg1h_NegCTL,0.5229444916291769
KAP2_92_104,Neg24h_NegCTL,0.00490897999672559
KAP2_92_104,Neg30m_NegCTL,0.3545383846177108
KAP2_92_104,Neg4h_NegCTL,0.3635282883363032
KAP2_92_104,Neg5m_NegCTL,-0.01053357364018777
KAP2_92_104,Pos15m_PosCTL,1.0582349049516715
KAP2_92_104,Pos1h_PosCTL,0.5738257478208778
KAP2_92_104,Pos24h_PosCTL,-0.12146877580651456
KAP2_92_104,Pos30m_PosCTL,1.0027730016932337
KAP2_92_104,Pos4h_PosCTL,0.6918040625380625
KAP2_92_104,Pos5m_PosCTL,0.9781068319431606
KAP3_107_119,Neg15m_NegCTL,0.36582879954410547
KAP3_107_119,Neg1h_NegCTL,0.6501086534452464
KAP3_107_119,Neg24h_NegCTL,0.05001999875580528
KAP3_107_119,Neg30m_NegCTL,0.5976548419326994
KAP3_107_119,Neg4h_NegCTL,0.4373902244222461
KAP3_107_119,Neg5m_NegCTL,-0.01579466210632141
KAP3_107_119,Pos1h_PosCTL,0.5294267901395807
KAP3_107_119,Pos24h_PosCTL,0.00377281485844408
KAP3_107_119,Pos4h_PosCTL,0.6448266668925484
KAPCG_192_206,Neg15m_NegCTL,0.07466596386482749
KAPCG_192_206,Neg1h_NegCTL,0.14212240785379365
KAPCG_192_206,Neg24h_NegCTL,0.13151311925656728
KAPCG_192_206,Neg30m_NegCTL,-0.02739148808860658
KAPCG_192_206,Neg4h_NegCTL,0.020216068004746
KAPCG_192_206,Neg5m_NegCTL,0.05036755136614376
KAPCG_192_206,Pos15m_PosCTL,0.0379678138091369
KAPCG_192_206,Pos1h_PosCTL,0.07512125380063524
KAPCG_192_206,Pos24h_PosCTL,-0.14380007907826037
KAPCG_192_206,Pos30m_PosCTL,0.15054149396274466
KAPCG_192_206,Pos4h_PosCTL,0.01013623443491308
KAPCG_192_206,Pos5m_PosCTL,0.09721976713151588
KCC2G_278_289,Neg15m_NegCTL,0.20210866404872663
KCC2G_278_289,Neg1h_NegCTL,-0.00780153958327112
KCC2G_278_289,Neg24h_NegCTL,0.12331709695800176
KCC2G_278_289,Neg30m_NegCTL,0.14149894085485704
KCC2G_278_289,Neg4h_NegCTL,0.02400131196717906
KCC2G_278_289,Neg5m_NegCTL,0.11396790075474827
KCC2G_278_289,Pos15m_PosCTL,0.01479926336376606
KCC2G_278_289,Pos1h_PosCTL,-0.1948640715746735
KCC2G_278_289,Pos24h_PosCTL,0.18508547803198783
KCC2G_278_289,Pos30m_PosCTL,0.21247662574302212
KCC2G_278_289,Pos4h_PosCTL,0.19252935617284123
KCC2G_278_289,Pos5m_PosCTL,-0.07347014185127274
KCNA1_438_450,Neg15m_NegCTL,0.7936395760904196
KCNA1_438_450,Neg1h_NegCTL,0.714384802113354
KCNA1_438_450,Neg24h_NegCTL,0.08064146739098366
KCNA1_438_450,Neg30m_NegCTL,0.8048914325410852
KCNA1_438_450,Neg4h_NegCTL,0.49038575483436464
KCNA1_438_450,Neg5m_NegCTL,0.3762202952528805
KCNA1_438_450,Pos15m_PosCTL,1.1940474236077243
KCNA1_438_450,Pos1h_PosCTL,0.5668190046611447
KCNA1_438_450,Pos24h_PosCTL,-0.2017715516823172
KCNA1_438_450,Pos30m_PosCTL,1.145058390622398
KCNA1_438_450,Pos4h_PosCTL,0.7444442132044292
KCNA1_438_450,Pos5m_PosCTL,1.0638496709684686
KCNA2_442_454,Neg15m_NegCTL,0.46915319055246424
KCNA2_442_454,Neg1h_NegCTL,0.16191178299391082
KCNA2_442_454,Neg24h_NegCTL,0.04112409470404307
KCNA2_442_454,Neg30m_NegCTL,0.1541391000258594
KCNA2_442_454,Neg4h_NegCTL,0.152395729585287
KCNA2_442_454,Neg5m_NegCTL,0.26703412802827425
KCNA2_442_454,Pos15m_PosCTL,0.6509368404217231
KCNA2_442_454,Pos1h_PosCTL,0.28272837641137877
KCNA2_442_454,Pos24h_PosCTL,-0.08939978769669979
KCNA2_442_454,Pos30m_PosCTL,0.6050545769823756
KCNA2_442_454,Pos4h_PosCTL,0.3516715580465369
KCNA2_442_454,Pos5m_PosCTL,0.5337463533903618
KCNA3_461_473,Neg15m_NegCTL,0.3878168774586157
KCNA3_461_473,Neg1h_NegCTL,0.11483277485164724
KCNA3_461_473,Neg24h_NegCTL,0.1117803979672587
KCNA3_461_473,Neg30m_NegCTL,0.2329527627469948
KCNA3_461_473,Neg4h_NegCTL,0.025332636467397
KCNA3_461_473,Neg5m_NegCTL,0.3773354210102541
KCNA3_461_473,Pos15m_PosCTL,0.25828812384677224
KCNA3_461_473,Pos1h_PosCTL,0.25953363450851413
KCNA3_461_473,Pos24h_PosCTL,-0.08856400028035664
KCNA3_461_473,Pos30m_PosCTL,0.2720143429726797
KCNA3_461_473,Pos4h_PosCTL,0.21126819666598468
KCNA3_461_473,Pos5m_PosCTL,0.2004590589988015
KCNB1_489_501,Neg15m_NegCTL,0.03876788269673881
KCNB1_489_501,Neg1h_NegCTL,-0.07718630086853265
KCNB1_489_501,Neg24h_NegCTL,-0.09086345474749832
KCNB1_489_501,Neg30m_NegCTL,0.01737828912709134
KCNB1_489_501,Neg4h_NegCTL,-0.07685544108315263
KCNB1_489_501,Neg5m_NegCTL,0.07819346684467021
KCNB1_489_501,Pos15m_PosCTL,0.3557309416641929
KCNB1_489_501,Pos1h_PosCTL,0.27286354850873656
KCNB1_489_501,Pos24h_PosCTL,-0.2654759700240928
KCNB1_489_501,Pos30m_PosCTL,0.49329443702417414
KCNB1_489_501,Pos4h_PosCTL,0.3433375854057612
KCNB1_489_501,Pos5m_PosCTL,0.409033483434946
KCNH2_277_289,Neg15m_NegCTL,0.9186777849725262
KCNH2_277_289,Neg1h_NegCTL,0.8787072348695268
KCNH2_277_289,Neg24h_NegCTL,0.03848157801576887
KCNH2_277_289,Neg30m_NegCTL,1.011588297423378
KCNH2_277_289,Neg4h_NegCTL,0.5361526788145241
KCNH2_277_289,Neg5m_NegCTL,-0.04108909112884589
KCNH2_277_289,Pos15m_PosCTL,1.2729223807838306
KCNH2_277_289,Pos1h_PosCTL,0.7362145260921231
KCNH2_277_289,Pos24h_PosCTL,-0.08203947279881105
KCNH2_277_289,Pos30m_PosCTL,1.1674354904977875
KCNH2_277_289,Pos4h_PosCTL,0.9117413262902266
KCNH2_277_289,Pos5m_PosCTL,1.1465651675119648
KIF2C_105_118_S106G,Neg15m_NegCTL,0.3333040384761408
KIF2C_105_118_S106G,Neg1h_NegCTL,-0.0520150100832127
KIF2C_105_118_S106G,Neg24h_NegCTL,0.21421974937007232
KIF2C_105_118_S106G,Neg30m_NegCTL,0.03004118844538261
KIF2C_105_118_S106G,Neg4h_NegCTL,0.07197889768856727
KIF2C_105_118_S106G,Neg5m_NegCTL,0.3338127553553119
KIF2C_105_118_S106G,Pos15m_PosCTL,0.15689291966183855
KIF2C_105_118_S106G,Pos1h_PosCTL,0.03462869152621135
KIF2C_105_118_S106G,Pos24h_PosCTL,0.1941593891000153
KIF2C_105_118_S106G,Pos30m_PosCTL,0.29037268732297683
KIF2C_105_118_S106G,Pos4h_PosCTL,0.12549035930025157
KIF2C_105_118_S106G,Pos5m_PosCTL,0.11099592382042782
KPB1_1011_1023,Neg15m_NegCTL,0.8691475461907491
KPB1_1011_1023,Neg1h_NegCTL,0.8478807142007915
KPB1_1011_1023,Neg24h_NegCTL,0.05236201499129814
KPB1_1011_1023,Neg30m_NegCTL,0.8645343397167622
KPB1_1011_1023,Neg4h_NegCTL,0.5461402582280656
KPB1_1011_1023,Neg5m_NegCTL,0.09694459256651142
KPB1_1011_1023,Pos15m_PosCTL,1.4042932902186684
KPB1_1011_1023,Pos1h_PosCTL,0.7796758109584138
KPB1_1011_1023,Pos24h_PosCTL,-0.09245462839171736
KPB1_1011_1023,Pos30m_PosCTL,1.3035205399065586
KPB1_1011_1023,Pos4h_PosCTL,0.8641925620439336
KPB1_1011_1023,Pos5m_PosCTL,1.247827566299825
KS6A1_374_386,Neg15m_NegCTL,0.08229256017905584
KS6A1_374_386,Neg1h_NegCTL,-0.08560078417484422
KS6A1_374_386,Neg24h_NegCTL,0.05336516451759513
KS6A1_374_386,Neg30m_NegCTL,-0.03655919606753599
KS6A1_374_386,Neg4h_NegCTL,-0.13494113661966653
KS6A1_374_386,Neg5m_NegCTL,0.1892595750509427
KS6A1_374_386,Pos15m_PosCTL,-0.00282013636730096
KS6A1_374_386,Pos1h_PosCTL,-0.06336975861523117
KS6A1_374_386,Pos24h_PosCTL,-0.05852632140417846
KS6A1_374_386,Pos30m_PosCTL,-0.05542388217179983
KS6A1_374_386,Pos4h_PosCTL,-0.04691368409404095
KS6A1_374_386,Pos5m_PosCTL,-0.11261978237914712
LIPS_944_956,Neg15m_NegCTL,0.6297375692372539
LIPS_944_956,Neg1h_NegCTL,0.5858443771354386
LIPS_944_956,Neg24h_NegCTL,0.0243240918641252
LIPS_944_956,Neg30m_NegCTL,0.5979882680729188
LIPS_944_956,Neg4h_NegCTL,0.373569590864222
LIPS_944_956,Neg5m_NegCTL,0.16890105832362445
LIPS_944_956,Pos1h_PosCTL,0.5620699702012134
LIPS_944_956,Pos24h_PosCTL,-0.07506841087198168
LIPS_944_956,Pos4h_PosCTL,0.6041812252972102
LMNB1_16_28,Neg15m_NegCTL,0.5093486948802218
LMNB1_16_28,Neg1h_NegCTL,-0.26785156037171315
LMNB1_16_28,Neg24h_NegCTL,0.33402768640669667
LMNB1_16_28,Neg30m_NegCTL,-0.26323092575020024
LMNB1_16_28,Neg4h_NegCTL,-0.211281963278722
LMNB1_16_28,Neg5m_NegCTL,1.568401147471459
LMNB1_16_28,Pos15m_PosCTL,0.00248757162366538
LMNB1_16_28,Pos1h_PosCTL,0.03409930963629589
LMNB1_16_28,Pos24h_PosCTL,-0.14736907604042937
LMNB1_16_28,Pos30m_PosCTL,0.19106267558134307
LMNB1_16_28,Pos4h_PosCTL,-0.27898531542381055
LMNB1_16_28,Pos5m_PosCTL,0.4927292403940203
MARCS_152_164,Neg15m_NegCTL,0.1690361523414546
MARCS_152_164,Neg1h_NegCTL,-0.11369285281601282
MARCS_152_164,Neg24h_NegCTL,-0.14592606869405272
MARCS_152_164,Neg30m_NegCTL,-0.02334525188521485
MARCS_152_164,Neg4h_NegCTL,-0.12744374007954562
MARCS_152_164,Neg5m_NegCTL,0.05770312947290505
MARCS_152_164,Pos15m_PosCTL,0.2720627674845121
MARCS_152_164,Pos1h_PosCTL,0.1315406814165255
MARCS_152_164,Pos24h_PosCTL,0.06100463769225654
MARCS_152_164,Pos30m_PosCTL,0.19379325951951315
MARCS_152_164,Pos4h_PosCTL,0.03988429344342906
MARCS_152_164,Pos5m_PosCTL,0.1347743135002319
MARCS_160_172,Neg15m_NegCTL,-0.01227762085522212
MARCS_160_172,Neg1h_NegCTL,-0.16975308480208126
MARCS_160_172,Neg24h_NegCTL,-0.11685832910738844
MARCS_160_172,Neg30m_NegCTL,-0.08738975906841992
MARCS_160_172,Neg4h_NegCTL,-0.22260511394244187
MARCS_160_172,Neg5m_NegCTL,0.17338928221383565
MARCS_160_172,Pos15m_PosCTL,0.15225541865135145
MARCS_160_172,Pos1h_PosCTL,-0.0499031536517706
MARCS_160_172,Pos24h_PosCTL,0.01766721232373136
MARCS_160_172,Pos30m_PosCTL,0.23717788876709928
MARCS_160_172,Pos4h_PosCTL,0.20273894646787277
MARCS_160_172,Pos5m_PosCTL,0.1530404166152636
MBP_222_234,Neg15m_NegCTL,0.43693214513309303
MBP_222_234,Neg1h_NegCTL,-0.1271362527622406
MBP_222_234,Neg24h_NegCTL,-0.24007038167154648
MBP_222_234,Neg30m_NegCTL,-0.03300879772894483
MBP_222_234,Neg4h_NegCTL,-0.23312465690664175
MBP_222_234,Neg5m_NegCTL,0.6267144241911572
MBP_222_234,Pos15m_PosCTL,-0.13892952554455018
MBP_222_234,Pos1h_PosCTL,-0.0969915002743651
MBP_222_234,Pos24h_PosCTL,-0.07233033573163392
MBP_222_234,Pos30m_PosCTL,-0.02327700378845509
MBP_222_234,Pos4h_PosCTL,-0.1416239324216487
MBP_222_234,Pos5m_PosCTL,0.13774685604152823
MP2K1_287_299,Neg15m_NegCTL,0.27865028869270014
MP2K1_287_299,Neg1h_NegCTL,-0.0811371488181069
MP2K1_287_299,Neg24h_NegCTL,-0.23416043053848704
MP2K1_287_299,Neg30m_NegCTL,0.1373983435412039
MP2K1_287_299,Neg4h_NegCTL,-0.21530254360460108
MP2K1_287_299,Neg5m_NegCTL,0.38736805526243767
MP2K1_287_299,Pos15m_PosCTL,-0.06025838662322099
MP2K1_287_299,Pos1h_PosCTL,-0.10988255053460438
MP2K1_287_299,Pos24h_PosCTL,-0.1875630076065589
MP2K1_287_299,Pos30m_PosCTL,-0.04808540165365057
MP2K1_287_299,Pos4h_PosCTL,-0.05021807151520423
MP2K1_287_299,Pos5m_PosCTL,-0.01654772371013724
MPIP1_172_184,Neg15m_NegCTL,0.6543724342578958
MPIP1_172_184,Neg1h_NegCTL,-0.02317585395792469
MPIP1_172_184,Neg24h_NegCTL,-0.02492950834233878
MPIP1_172_184,Neg30m_NegCTL,0.5052828447815445
MPIP1_172_184,Neg4h_NegCTL,-0.11611350724583028
MPIP1_172_184,Neg5m_NegCTL,0.7674698289180707
MPIP1_172_184,Pos15m_PosCTL,-0.07804431804379805
MPIP1_172_184,Pos1h_PosCTL,-0.07404244371907578
MPIP1_172_184,Pos24h_PosCTL,0.00897375129826845
MPIP1_172_184,Pos30m_PosCTL,0.03173448033954784
MPIP1_172_184,Pos4h_PosCTL,0.04398542732114604
MPIP1_172_184,Pos5m_PosCTL,-0.04662356320856749
MPIP3_208_220,Neg15m_NegCTL,0.07651473513754681
MPIP3_208_220,Neg1h_NegCTL,0.04303902661294589
MPIP3_208_220,Neg24h_NegCTL,0.04398988230793307
MPIP3_208_220,Neg30m_NegCTL,-0.14411436579992437
MPIP3_208_220,Neg4h_NegCTL,0.00404126378769698
MPIP3_208_220,Neg5m_NegCTL,0.1914756723774055
MPIP3_208_220,Pos15m_PosCTL,0.03586870935376322
MPIP3_208_220,Pos1h_PosCTL,-0.2666869762733966
MPIP3_208_220,Pos24h_PosCTL,-0.20130022457170385
MPIP3_208_220,Pos30m_PosCTL,0.1900109736314848
MPIP3_208_220,Pos4h_PosCTL,0.450529505325442
MPIP3_208_220,Pos5m_PosCTL,0.24031057734528097
MYL9_14_26,Neg15m_NegCTL,0.17576897634326905
MYL9_14_26,Neg1h_NegCTL,-0.08902050891594844
MYL9_14_26,Neg24h_NegCTL,-0.12232707823061104
MYL9_14_26,Neg30m_NegCTL,0.00818465750307713
MYL9_14_26,Neg4h_NegCTL,-0.12580279200187702
MYL9_14_26,Neg5m_NegCTL,0.3112663020269455
MYL9_14_26,Pos15m_PosCTL,-0.00775517408234331
MYL9_14_26,Pos1h_PosCTL,-1.5551322009106178e-4
MYL9_14_26,Pos24h_PosCTL,-0.01233893982076672
MYL9_14_26,Pos30m_PosCTL,-0.00136585233884822
MYL9_14_26,Pos4h_PosCTL,0.0747743972876164
MYL9_14_26,Pos5m_PosCTL,0.05999743650503516
MYPC3_268_280,Neg15m_NegCTL,0.7416659908901467
MYPC3_268_280,Neg1h_NegCTL,0.6147102494521365
MYPC3_268_280,Neg24h_NegCTL,-0.05286155066019304
MYPC3_268_280,Neg30m_NegCTL,0.8322583188112365
MYPC3_268_280,Neg4h_NegCTL,0.42143052767338673
MYPC3_268_280,Neg5m_NegCTL,0.28017306729538183
NCF1_296_308,Neg15m_NegCTL,0.4740149535974568
NCF1_296_308,Neg1h_NegCTL,0.3799205047376919
NCF1_296_308,Neg24h_NegCTL,0.13856605859058746
NCF1_296_308,Neg30m_NegCTL,0.4040582253379193
NCF1_296_308,Neg4h_NegCTL,0.3136668806568152
NCF1_296_308,Neg5m_NegCTL,0.20624595614586028
NCF1_321_333,Neg15m_NegCTL,0.7382745462272086
NCF1_321_333,Neg1h_NegCTL,0.6622427879376023
NCF1_321_333,Neg24h_NegCTL,0.06237261992594629
NCF1_321_333,Neg30m_NegCTL,0.6683674178118544
NCF1_321_333,Neg4h_NegCTL,0.42062776699550614
NCF1_321_333,Neg5m_NegCTL,0.18832341918283527
NCF1_321_333,Pos15m_PosCTL,1.052616204668772
NCF1_321_333,Pos1h_PosCTL,0.5032673015934416
NCF1_321_333,Pos24h_PosCTL,-0.10903903760856436
NCF1_321_333,Pos30m_PosCTL,0.964861164847882
NCF1_321_333,Pos4h_PosCTL,0.7128328993081924
NCF1_321_333,Pos5m_PosCTL,0.986596671823206
NEK2_172_184,Neg15m_NegCTL,0.47536359444760495
NEK2_172_184,Neg1h_NegCTL,-0.16587989880945417
NEK2_172_184,Neg24h_NegCTL,-0.17955382751735746
NEK2_172_184,Neg30m_NegCTL,0.3503350901867999
NEK2_172_184,Neg4h_NegCTL,-0.1921875641557905
NEK2_172_184,Neg5m_NegCTL,0.5398978479526196
NEK2_172_184,Pos15m_PosCTL,-0.00786155859650428
NEK2_172_184,Pos1h_PosCTL,-0.10967065765642715
NEK2_172_184,Pos24h_PosCTL,-0.14354204268858664
NEK2_172_184,Pos30m_PosCTL,0.06876695564973753
NEK2_172_184,Pos4h_PosCTL,-0.17745495171035142
NEK2_172_184,Pos5m_PosCTL,0.1882562858243698
NEK3_158_170,Neg15m_NegCTL,-0.0312934767024705
NEK3_158_170,Neg1h_NegCTL,-0.20762045684897917
NEK3_158_170,Neg24h_NegCTL,-0.01544947008828767
NEK3_158_170,Neg30m_NegCTL,-0.3710835770870056
NEK3_158_170,Neg4h_NegCTL,-0.22659736060802277
NEK3_158_170,Neg5m_NegCTL,-0.14791176023987931
NEK3_158_170,Pos15m_PosCTL,0.2143697046101701
NEK3_158_170,Pos1h_PosCTL,-0.2177901059518049
NEK3_158_170,Pos24h_PosCTL,-0.4062783646813092
NEK3_158_170,Pos30m_PosCTL,0.3291133431924583
NEK3_158_170,Pos4h_PosCTL,-0.29521910068876817
NEK3_158_170,Pos5m_PosCTL,0.27194692786790114
NFKB1_330_342,Neg15m_NegCTL,0.7509856117272662
NFKB1_330_342,Neg1h_NegCTL,0.6971658182479379
NFKB1_330_342,Neg24h_NegCTL,-0.1250461990812628
NFKB1_330_342,Neg30m_NegCTL,0.7582219295382373
NFKB1_330_342,Neg4h_NegCTL,0.4768577707122971
NFKB1_330_342,Neg5m_NegCTL,0.3007771287923055
NFKB1_330_342,Pos15m_PosCTL,1.2242073477415858
NFKB1_330_342,Pos1h_PosCTL,0.5967072115231945
NFKB1_330_342,Pos24h_PosCTL,-0.03807554106350016
NFKB1_330_342,Pos30m_PosCTL,1.118982622293989
NFKB1_330_342,Pos4h_PosCTL,0.7900809369192944
NFKB1_330_342,Pos5m_PosCTL,1.0838246594663363
NMDZ1_890_902,Neg15m_NegCTL,0.4295896525755805
NMDZ1_890_902,Neg1h_NegCTL,0.16982209623787745
NMDZ1_890_902,Neg24h_NegCTL,0.2063331376817352
NMDZ1_890_902,Neg30m_NegCTL,0.2122328553700541
NMDZ1_890_902,Neg4h_NegCTL,0.1765148632255761
NMDZ1_890_902,Neg5m_NegCTL,0.29275660628352834
NMDZ1_890_902,Pos15m_PosCTL,0.7068309135317978
NMDZ1_890_902,Pos1h_PosCTL,0.26726732235874157
NMDZ1_890_902,Pos24h_PosCTL,0.09029722702196766
NMDZ1_890_902,Pos30m_PosCTL,0.697654005147708
NMDZ1_890_902,Pos4h_PosCTL,0.4553064511442682
NMDZ1_890_902,Pos5m_PosCTL,0.6683340303439707
NOS3_1171_1183,Neg15m_NegCTL,0.3858993257252467
NOS3_1171_1183,Neg1h_NegCTL,-0.04198314035232187
NOS3_1171_1183,Neg24h_NegCTL,0.04356679843503149
NOS3_1171_1183,Neg30m_NegCTL,0.04861790888164329
NOS3_1171_1183,Neg4h_NegCTL,0.07719324773936562
NOS3_1171_1183,Neg5m_NegCTL,0.37328781600596567
NOS3_1171_1183,Pos15m_PosCTL,0.27317442593271696
NOS3_1171_1183,Pos1h_PosCTL,0.02375175889906048
NOS3_1171_1183,Pos24h_PosCTL,0.20165555525285525
NOS3_1171_1183,Pos30m_PosCTL,0.3326515732651926
NOS3_1171_1183,Pos4h_PosCTL,0.21853458352464727
NOS3_1171_1183,Pos5m_PosCTL,0.26792284661468635
NR4A1_344_356,Neg15m_NegCTL,0.1753752181094003
NR4A1_344_356,Neg1h_NegCTL,-0.14657948876996615
NR4A1_344_356,Neg24h_NegCTL,-0.1159190005198664
NR4A1_344_356,Neg30m_NegCTL,0.15497837927966795
NR4A1_344_356,Neg4h_NegCTL,-0.17807208649656067
NR4A1_344_356,Neg5m_NegCTL,0.2106187137303781
NR4A1_344_356,Pos15m_PosCTL,0.14236811326409732
NR4A1_344_356,Pos1h_PosCTL,0.05124131637297383
NR4A1_344_356,Pos24h_PosCTL,0.06570516401100394
NR4A1_344_356,Pos30m_PosCTL,0.13737487676392818
NR4A1_344_356,Pos4h_PosCTL,0.0607126107434004
NR4A1_344_356,Pos5m_PosCTL,0.03473687418234275
P53_308_323,Neg15m_NegCTL,0.2671647867381379
P53_308_323,Neg1h_NegCTL,-0.22012009638238972
P53_308_323,Neg24h_NegCTL,-0.2608319297052164
P53_308_323,Neg30m_NegCTL,0.09882761635369666
P53_308_323,Neg4h_NegCTL,-0.1637542830624608
P53_308_323,Neg5m_NegCTL,0.17822740866302603
P53_308_323,Pos15m_PosCTL,0.16778788612959636
P53_308_323,Pos1h_PosCTL,-0.0874249159974756
P53_308_323,Pos24h_PosCTL,-0.2945023037564572
P53_308_323,Pos30m_PosCTL,0.21540636720687267
P53_308_323,Pos4h_PosCTL,-0.05920973930075283
P53_308_323,Pos5m_PosCTL,0.26618503397562127
PDPK1_235_247,Neg15m_NegCTL,0.21486029026843428
PDPK1_235_247,Neg1h_NegCTL,-0.04407828314606524
PDPK1_235_247,Neg24h_NegCTL,-0.04362250497782968
PDPK1_235_247,Neg30m_NegCTL,-0.01314277483556363
PDPK1_235_247,Neg4h_NegCTL,-0.2115891939371008
PDPK1_235_247,Neg5m_NegCTL,0.27165986660397107
PDPK1_235_247,Pos15m_PosCTL,0.17618819284317794
PDPK1_235_247,Pos1h_PosCTL,-0.05020405339886658
PDPK1_235_247,Pos24h_PosCTL,-0.01941586715960142
PDPK1_235_247,Pos30m_PosCTL,0.32048884792156446
PDPK1_235_247,Pos4h_PosCTL,0.11119661802239585
PDPK1_235_247,Pos5m_PosCTL,0.10371503036185252
PKP1_167_179,Neg15m_NegCTL,0.3560956182230213
PKP1_167_179,Neg1h_NegCTL,-0.04833277662298989
PKP1_167_179,Neg24h_NegCTL,0.2059742548670978
PKP1_167_179,Neg30m_NegCTL,0.0375673612486338
PKP1_167_179,Neg4h_NegCTL,0.03979943741512638
PKP1_167_179,Neg5m_NegCTL,0.32085639568703456
